molecule,metal,length,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
V|Cu+2,Cu+2,1,-0.0040799327589349545,-0.0076671692114662635,-0.003475887047724417,0.003608712650949114,-0.01710981655711339,0.01111157365398102,0.013393503490192304,0.005337297532293471,0.010195024037377648,-0.008389784923072201
I|Ni+2,Ni+2,1,0.03244229495573932,-0.027292791947945743,0.002577708870558352,-0.012064577395009018,0.005193642201073505,0.005095136747068894,0.0037566358311021683,0.003109378772229823,-0.010837649159998908,0.013450896211286343
F|Cu+2,Cu+2,1,0.025868155805301746,-0.026081598009849567,-0.012730376471816454,-0.01248220791506769,0.004404801219086931,0.02780821477659783,0.02698693085364596,-0.01017250832800524,-0.007467206493123718,-0.018811932758227286
E|Cu+2,Cu+2,1,-0.031767447902082524,-0.0064775788894431,0.02013014936941837,0.003138417777233976,-0.01948003689441035,0.01058447018726894,0.007895414659819716,-0.015468939425302414,0.00964102123949619,0.008269858803603517
R|Co+2,Co+2,1,-0.003077628288997745,-0.015279403645358774,-0.005466079038215745,-0.006483955475276631,0.0015230298898077504,0.01409473322466462,0.0174140971432535,-0.00232484801949533,-0.015699496007215066,-0.019243779287815097
Q|Zn+2,Zn+2,1,-0.025551741925076716,-0.012556031591745904,-0.0031381138069668394,-0.006862085129436236,-0.019618821984605177,-0.0002354982074360545,0.0016162789788035726,-0.015499470189234048,0.008640039241834884,0.0022595085047832377
T|Co+2,Co+2,1,-0.012864156279659787,0.011437391906221738,0.012552723397790884,-0.03365361527278817,0.024377694889885143,-0.006039319654105522,0.003196265613394241,-0.01451152438453684,-0.01249580104771367,0.0016118488850756633
W|Co+2,Co+2,1,0.009263184106049673,-0.02250795765379855,-0.020735054986009215,-0.007736228338175668,0.002871220267343143,0.026993492246623015,0.013638767852562194,-0.013675445257904663,-0.016166452008993058,-0.009634283149685709
Y|Zn+2,Zn+2,1,-0.0030688536303117853,-0.02320459494035003,-0.009479488545296441,-0.009171311174793775,-0.012053415836779227,0.007498166790693262,0.014600505072629784,0.025856216850277718,0.02964072396003592,-0.004677203713557605
M|Cu+2,Cu+2,1,0.0035192488678853634,0.00813168144235133,-0.006841739017712562,-0.015579987799704945,0.0069416021139627766,0.03872737130972811,0.02186943811499044,-0.02138630387969722,0.0017074877831888568,-0.013073505310813015
N|Cu+2,Cu+2,1,-0.029991776680595706,0.0014512752573929734,0.023512997522357904,-0.0004484350131534545,-0.01846358323505161,0.009077263975733503,0.019403696395437077,-0.02575648484092679,0.015889634950163097,0.004009172943919309
